,start,stop,strand,gene_name,length,operon,cog
b2573,2709436,2710012,-,rpoE,576,rseD-rpoE-rseABC,Transcription
b2574,2710419,2712042,+,nadB,1623,nadB,Coenzyme transport and metabolism
b2575,2712026,2712764,-,trmN,738,yfiC,Function unknown
b2576,2712895,2714230,+,srmB,1335,srmB,"Replication, recombination and repair"
b2577,2714438,2715320,-,yfiE,882,yfiE,Transcription
b2578,2715422,2716010,+,eamB,588,eamB,Amino acid transport and metabolism
b2579,2716065,2716449,-,grcA,384,grcA,Function unknown
b2580,2716753,2717443,+,ung,690,ung,"Replication, recombination and repair"
b2581,2717490,2718528,-,yfiF,1038,yfiF,"Translation, ribosomal structure and biogenesis"
b2582,2718734,2719154,+,trxC,420,trxC,"Posttranslational modification, protein turnover, chaperones"
b2583,2719222,2719921,+,yfiP,699,yfiP-patZ,Function unknown
b2584,2719952,2722613,+,pka,2661,yfiP-patZ,Energy production and conversion
b2585,2722726,2724082,+,pssA,1356,pssA,Lipid transport and metabolism
b2586,2724127,2724451,+,yfiM,324,yfiM,Function unknown
b2587,2724447,2725746,-,kgtP,1299,kgtP,Carbohydrate transport and metabolism
b2592,2731599,2734173,-,clpB,2574,clpB,"Posttranslational modification, protein turnover, chaperones"
b2593,2734302,2735034,-,yfiH,732,rluD-pgeF,Function unknown
b2594,2735030,2736011,-,rluD,981,rluD-pgeF,"Translation, ribosomal structure and biogenesis"
b2595,2736145,2736883,+,bamD,738,bamD,Cell wall/membrane/envelope biogenesis
b2597,2737153,2737495,+,raiA,342,raiA,"Translation, ribosomal structure and biogenesis"
b2598,2737598,2737646,+,pheL,48,pheLA,No COG Annotation
b2599,2737744,2738905,+,pheA,1161,pheLA,Amino acid transport and metabolism
b2600,2738947,2740069,-,tyrA,1122,aroF-tyrA,Amino acid transport and metabolism
b2601,2740079,2741150,-,aroF,1071,aroF-tyrA,Amino acid transport and metabolism
b2602,2741359,2741725,+,yfiL,366,yfiL,Function unknown
b2603,2741874,2742393,+,yfiR,519,yfiR-dgcN-yfiB,Function unknown
b2604,2742382,2743609,+,yfiN,1227,yfiR-dgcN-yfiB,Signal transduction mechanisms
b2605,2743624,2744107,+,yfiB,483,yfiR-dgcN-yfiB,Cell wall/membrane/envelope biogenesis
b2606,2744182,2744530,-,rplS,348,rpsP-rimM-trmD-rplS,"Translation, ribosomal structure and biogenesis"
b2607,2744571,2745339,-,trmD,768,rpsP-rimM-trmD-rplS,"Translation, ribosomal structure and biogenesis"
b2608,2745369,2745918,-,rimM,549,rpsP-rimM-trmD-rplS,"Translation, ribosomal structure and biogenesis"
b2609,2745936,2746185,-,rpsP,249,rpsP-rimM-trmD-rplS,"Translation, ribosomal structure and biogenesis"
b2610,2746433,2747795,-,ffh,1362,ffh,"Intracellular trafficking, secretion, and vesicular transport"
b2611,2747961,2748753,+,ypjD,792,ypjD,"Posttranslational modification, protein turnover, chaperones"
b4461,2748773,2750060,+,yfjD,1287,yfjD,Inorganic ion transport and metabolism
b2614,2750114,2750708,-,grpE,594,grpE,"Posttranslational modification, protein turnover, chaperones"
b2615,2750830,2751709,+,nadK,879,nadK,Carbohydrate transport and metabolism
b2616,2751794,2753456,+,recN,1662,recN,"Replication, recombination and repair"
b2617,2753604,2753946,+,bamE,342,bamE,Cell wall/membrane/envelope biogenesis
b2618,2754007,2754298,-,ratB,291,ratA-yfjF,No COG Annotation
b2619,2754287,2754764,-,ratA,477,ratA-yfjF,No COG Annotation
b2620,2754895,2755378,+,smpB,483,smpB,"Posttranslational modification, protein turnover, chaperones"
b2622,2756158,2757400,+,intA,1242,intA,"Replication, recombination and repair"
b2623,2757643,2758600,-,yfjH,957,yfjH,No COG Annotation
b2624,2758643,2758856,+,alpA,213,alpA,Transcription
b2625,2758984,2760394,+,yfjI,1410,yfjI,Function unknown
b2626,2760546,2761173,+,yfjJ,627,yfjJ,Function unknown
b2627,2761350,2763540,-,yfjK,2190,abpAB,"Replication, recombination and repair"
b2628,2763536,2765153,-,yfjL,1617,abpAB,Function unknown
b2629,2765512,2765776,-,yfjM,264,yfjM,Function unknown
b2630,2765917,2766991,+,rnlA,1074,rnlAB,RNA processing and modification
b2631,2766983,2767355,+,rnlB,372,rnlAB,Function unknown
b2632,2767709,2768573,+,yfjP,864,yfjPQ,Function unknown
b2633,2768664,2769486,+,yfjQ,822,yfjPQ,Function unknown
b2634,2769702,2770404,+,yfjR,702,yfjR-ypjK-yfjST,Transcription
b2635,2770444,2770681,+,ypjK,237,yfjR-ypjK-yfjST,No COG Annotation
b2636,2770680,2771124,+,yfjS,444,yfjR-ypjK-yfjST,No COG Annotation
b2637,2771147,2771615,+,yfjT,468,yfjR-ypjK-yfjST,Function unknown
b2638,2772001,2772154,-,yfjU,153,ypjM_3-yfjU,No COG Annotation
b2641_2,2772166,2773066,-,yfjV_2,900,ypjM_1M_2,No COG Annotation
b2641_1,2773065,2773182,-,yfjV_1,117,ypjM_1M_2,No COG Annotation
b2642,2773317,2775021,+,yfjW,1704,yfjW,Function unknown
b4644_1,2775544,2775724,+,ypjI_1,180,ypjI_1,No COG Annotation
b4644_2,2775723,2775816,+,ypjI_2,93,ypjI_2,No COG Annotation
b2643,2775918,2776377,+,yfjX,459,yfjXY-ypjJ-yfjZ-ypjF,Function unknown
b2644,2776385,2776868,+,yfjY,483,yfjXY-ypjJ-yfjZ-ypjF,"Replication, recombination and repair"
b4548,2776876,2777077,+,ypjJ,201,yfjXY-ypjJ-yfjZ-ypjF,No COG Annotation
b2645,2777114,2777432,+,yfjZ,318,yfjXY-ypjJ-yfjZ-ypjF,Function unknown
b2646,2777452,2777782,+,ypjF,330,yfjXY-ypjJ-yfjZ-ypjF,Function unknown
b2647,2778145,2782726,-,ypjA,4581,ypjA,"Intracellular trafficking, secretion, and vesicular transport"
b2648,2783064,2783304,-,pinH,240,pinH,No COG Annotation
b2650,2783637,2785011,-,ypjC,1374,ypjC,No COG Annotation
b4462,2786396,2788649,+,ygaQ,2253,ygaQ,No COG Annotation
b2659,2788984,2789962,+,csiD,978,csiD-lhgO-gabDTP,"Secondary metabolites biosynthesis, transport and catabolism"
b2660,2789981,2791250,+,lhgO,1269,csiD-lhgO-gabDTP,Energy production and conversion
b2661,2791272,2792721,+,gabD,1449,csiD-lhgO-gabDTP,Energy production and conversion
b2662,2792734,2794015,+,gabT,1281,csiD-lhgO-gabDTP,Amino acid transport and metabolism
b2663,2794252,2795653,+,gabP,1401,csiD-lhgO-gabDTP,Amino acid transport and metabolism
b2664,2795673,2796336,+,csiR,663,csiR,Transcription
b2665,2796336,2796786,-,ygaU,450,yqaE-kbp,Function unknown
b2666,2796869,2797028,-,yqaE,159,yqaE-kbp,Function unknown
b2667,2797210,2797510,+,ygaV,300,ygaVP,Transcription
b2668,2797519,2798044,+,ygaP,525,ygaVP,Inorganic ion transport and metabolism
b2669,2798090,2798495,-,stpA,405,stpA,Function unknown
b2670,2799163,2799613,+,alaE,450,alaE,"Intracellular trafficking, secretion, and vesicular transport"
b2671,2799649,2799994,-,ygaC,345,ygaC,Function unknown
b2672,2800145,2800475,+,ygaM,330,ygaM,Function unknown
b2673,2800722,2800968,+,nrdH,246,nrdHIEF,"Posttranslational modification, protein turnover, chaperones"
b2674,2800964,2801375,+,nrdI,411,nrdHIEF,Nucleotide transport and metabolism
b2675,2801347,2803492,+,nrdE,2145,nrdHIEF,Nucleotide transport and metabolism
b2676,2803501,2804461,+,nrdF,960,nrdHIEF,Nucleotide transport and metabolism
b2677,2804814,2806017,+,proV,1203,proVWX,Amino acid transport and metabolism
b2678,2806009,2807074,+,proW,1065,proVWX,Amino acid transport and metabolism
b2679,2807131,2808124,+,proX,993,proVWX,Amino acid transport and metabolism
b2681_1,2808315,2808576,+,ygaY_1,261,ygaY_1Y_2,No COG Annotation
b2681_2,2808569,2809493,+,ygaY_2,924,ygaY_1Y_2,No COG Annotation
b2682,2809616,2810354,+,ygaZ,738,ygaZH,Amino acid transport and metabolism
b2683,2810343,2810679,+,ygaH,336,ygaZH,Function unknown
b2684,2810769,2811300,+,mprA,531,mprA-emrAB,Transcription
b2685,2811426,2812599,+,emrA,1173,mprA-emrAB,Defense mechanisms
b2686,2812615,2814154,+,emrB,1539,mprA-emrAB,Inorganic ion transport and metabolism
b2687,2814217,2814733,-,luxS,516,luxS,Signal transduction mechanisms
b2688,2814882,2816439,-,gshA,1557,gshA,Coenzyme transport and metabolism
b2689,2816511,2816940,-,yqaA,429,yqaBA,Function unknown
b2690,2816936,2817503,-,yqaB,567,yqaBA,Function unknown
b2696,2818960,2819146,-,csrA,186,csrA,Signal transduction mechanisms
b2697,2819380,2822011,-,alaS,2631,alaS,"Translation, ribosomal structure and biogenesis"
b2698,2822138,2822639,-,recX,501,recAX,Function unknown
b2699,2822707,2823769,-,recA,1062,recAX,"Replication, recombination and repair"
b2700,2823848,2824346,-,pncC,498,pncC,Function unknown
b2701,2824490,2825576,-,mltB,1086,mltB,Cell wall/membrane/envelope biogenesis
b2702,2825831,2826395,+,srlA,564,srlAEBD-gutM-srlR-gutQ,Carbohydrate transport and metabolism
b2703,2826391,2827351,+,srlE,960,srlAEBD-gutM-srlR-gutQ,Carbohydrate transport and metabolism
b2704,2827361,2827733,+,srlB,372,srlAEBD-gutM-srlR-gutQ,Carbohydrate transport and metabolism
b2705,2827736,2828516,+,srlD,780,srlAEBD-gutM-srlR-gutQ,Function unknown
b2706,2828620,2828980,+,srlM,360,srlAEBD-gutM-srlR-gutQ,Transcription
b2707,2829046,2829820,+,srlR,774,srlAEBD-gutM-srlR-gutQ,Transcription
b2708,2829812,2830778,+,srlQ,966,srlAEBD-gutM-srlR-gutQ,Cell wall/membrane/envelope biogenesis
b2709,2830774,2832289,-,norR,1515,norR,Transcription
b2710,2832475,2833915,+,norV,1440,norVW,Energy production and conversion
b2711,2833911,2835045,+,norW,1134,norVW,Energy production and conversion
b2712,2835172,2837425,-,hypF,2253,hydN-hypF,"Posttranslational modification, protein turnover, chaperones"
b2713,2837577,2838105,-,hydN,528,hydN-hypF,Energy production and conversion
b2714,2838253,2839264,-,ascG,1011,ascG,Transcription
b2715,2839523,2840981,+,ascF,1458,ascFB,Carbohydrate transport and metabolism
b2716,2840989,2842414,+,ascB,1425,ascFB,Carbohydrate transport and metabolism
b2717,2842572,2843043,-,hycI,471,hycABCDEFGHI,Energy production and conversion
b2718,2843035,2843446,-,hycH,411,hycABCDEFGHI,"Posttranslational modification, protein turnover, chaperones"
b2719,2843442,2844210,-,hycG,768,hycABCDEFGHI,Energy production and conversion
b2720,2844209,2844752,-,hycF,543,hycABCDEFGHI,Energy production and conversion
b2721,2844761,2846471,-,hycE,1710,hycABCDEFGHI,Energy production and conversion
b2722,2846488,2847412,-,hycD,924,hycABCDEFGHI,Energy production and conversion
b2723,2847414,2849241,-,hycC,1827,hycABCDEFGHI,Energy production and conversion
b2724,2849237,2849849,-,hycB,612,hycABCDEFGHI,Energy production and conversion
b2725,2849973,2850435,-,hycA,462,hycABCDEFGHI,Transcription
b2726,2850646,2850997,+,hypA,351,hypABCDE-fhlA,"Posttranslational modification, protein turnover, chaperones"
b2727,2851000,2851873,+,hypB,873,hypABCDE-fhlA,Transcription
b2728,2851863,2852136,+,hypC,273,hypABCDE-fhlA,"Posttranslational modification, protein turnover, chaperones"
b2729,2852135,2853257,+,hypD,1122,hypABCDE-fhlA,"Posttranslational modification, protein turnover, chaperones"
b2730,2853253,2854264,+,hypE,1011,hypABCDE-fhlA,"Posttranslational modification, protein turnover, chaperones"
b2731,2854337,2856416,+,fhlA,2079,hypABCDE-fhlA,Transcription
b2732,2856452,2856806,-,ygbA,354,ygbA,Function unknown
b2733,2857092,2859654,+,mutS,2562,mutS,"Replication, recombination and repair"
b2734,2859759,2860416,+,pphB,657,pphB,Signal transduction mechanisms
b2735,2860466,2861234,-,ygbI,768,ygbI,Transcription
b2736,2861429,2862338,+,ygbJ,909,ygbJK,Lipid transport and metabolism
b2737,2862334,2863501,+,ygbK,1167,ygbJK,Function unknown
b2738,2863592,2864231,+,ygbL,639,ygbLM,Carbohydrate transport and metabolism
b2739,2864235,2865012,+,ygbM,777,ygbLM,Carbohydrate transport and metabolism
b2740,2865100,2866465,+,ygbN,1365,ygbN,Amino acid transport and metabolism
b2741,2866558,2867551,-,rpoS,993,nlpD-rpoS,Transcription
b2742,2867613,2868753,-,nlpD,1140,nlpD-rpoS,Cell wall/membrane/envelope biogenesis
b2743,2868892,2869519,-,pcm,627,umpG-pcm,"Posttranslational modification, protein turnover, chaperones"
b2744,2869512,2870274,-,umpG,762,umpG-pcm,Nucleotide transport and metabolism
b2745,2870254,2871304,-,truD,1050,truD,Function unknown
b2746,2871300,2871780,-,ispF,480,ispDF,Lipid transport and metabolism
b2747,2871779,2872490,-,ispD,711,ispDF,Lipid transport and metabolism
b2748,2872508,2872820,-,ftsB,312,ftsB,"Cell cycle control, cell division, chromosome partitioning"
b2749,2873013,2873337,-,ygbE,324,ygbE,Function unknown
b2750,2873386,2873992,-,cysC,606,cysDNC,Inorganic ion transport and metabolism
b2751,2873991,2875419,-,cysN,1428,cysDNC,Inorganic ion transport and metabolism
b2752,2875420,2876329,-,cysD,909,cysDNC,Inorganic ion transport and metabolism
b2753,2876580,2877618,+,iap,1038,iap,Function unknown
b2754,2878568,2878853,-,ygbF,285,casABCDE12,"Replication, recombination and repair"
b2755,2878854,2879772,-,ygbT,918,casABCDE12,"Replication, recombination and repair"
b2756,2879787,2880387,-,casE,600,casABCDE12,"Replication, recombination and repair"
b2757,2880373,2881048,-,casD,675,casABCDE12,"Replication, recombination and repair"
b2758,2881050,2882142,-,casC,1092,casABCDE12,"Replication, recombination and repair"
b2759,2882154,2882637,-,casB,483,casABCDE12,"Replication, recombination and repair"
b2760,2882629,2884138,-,casA,1509,casABCDE12,"Replication, recombination and repair"
b2761,2884552,2887219,-,ygcB,2667,cas3,"Replication, recombination and repair"
b2762,2887577,2888312,-,cysH,735,cysJIH,Inorganic ion transport and metabolism
b2763,2888386,2890099,-,cysI,1713,cysJIH,Energy production and conversion
b2764,2890098,2891898,-,cysJ,1800,cysJIH,Inorganic ion transport and metabolism
b2765,2892213,2892579,+,queD,366,queD,Coenzyme transport and metabolism
b2766,2892656,2893928,+,ygcN,1272,ygcNOP,Energy production and conversion
b2767,2893918,2894179,+,ygcO,261,ygcNOP,Energy production and conversion
b2768,2894195,2894771,+,ygcP,576,ygcNOP,Transcription
b2769,2894918,2895779,-,ygcQ,861,ygcRQ,Energy production and conversion
b2770,2895775,2896555,-,ygcR,780,ygcRQ,Energy production and conversion
b2771,2896532,2897870,-,ygcS,1338,ygcS,Carbohydrate transport and metabolism
b4463,2897963,2899418,-,ygcU,1455,ygcU,Energy production and conversion
b2774,2899487,2900273,-,ygcW,786,ygcW,Function unknown
b2775,2900591,2901869,+,yqcE,1278,yqcE-ygcE,Carbohydrate transport and metabolism
b2776,2901895,2903374,+,ygcE,1479,yqcE-ygcE,Carbohydrate transport and metabolism
b2777,2904746,2905418,-,queE,672,queE,"Posttranslational modification, protein turnover, chaperones"
b4682,2905556,2905697,+,yqcG,141,yqcG,No COG Annotation
b2778,2905710,2906583,+,ygcG,873,ygcG,Function unknown
b2779,2906642,2907941,-,eno,1299,pyrG-eno,Carbohydrate transport and metabolism
b2780,2908028,2909666,-,pyrG,1638,pyrG-eno,Nucleotide transport and metabolism
b2781,2909893,2910685,-,mazG,792,relA-mazEFG,Function unknown
b2782,2910755,2911091,-,mazF,336,relA-mazEFG,Signal transduction mechanisms
b2783,2911090,2911339,-,mazE,249,relA-mazEFG,Transcription
b2784,2911416,2913651,-,relA,2235,relA-mazEFG,Transcription
b2785,2913698,2915000,-,rlmD,1302,rlmD,"Translation, ribosomal structure and biogenesis"
b2786,2915056,2917813,+,barA,2757,barA,Signal transduction mechanisms
b2787,2918044,2919385,-,gudD,1341,gudPXD,Cell wall/membrane/envelope biogenesis
b2788,2919405,2920746,-,gudX,1341,gudPXD,Cell wall/membrane/envelope biogenesis
b2789,2920747,2922100,-,gudP,1353,gudPXD,Carbohydrate transport and metabolism
b2790,2922534,2922984,-,yqcA,450,yqcC-truC-yqcA,Energy production and conversion
b2791,2923001,2923784,-,truC,783,yqcC-truC-yqcA,"Translation, ribosomal structure and biogenesis"
b2792,2923783,2924113,-,yqcC,330,yqcC-truC-yqcA,Function unknown
b2793,2924734,2925280,-,syd,546,syd,"Cell cycle control, cell division, chromosome partitioning"
b2794,2925347,2926196,+,queF,849,queF,Function unknown
b2795,2926307,2927672,+,ygdH,1365,ppnN,Function unknown
b2796,2928228,2929518,+,sdaC,1290,sdaCB,Amino acid transport and metabolism
b2797,2929575,2930943,+,sdaB,1368,sdaCB,Amino acid transport and metabolism
b2798,2931054,2931810,+,ygdG,756,ygdG,"Replication, recombination and repair"
b2799,2931864,2933013,-,fucO,1149,fucAO,Energy production and conversion
b2800,2933040,2933688,-,fucA,648,fucAO,Carbohydrate transport and metabolism
b2801,2934234,2935551,+,fucP,1317,fucPIKUR,Carbohydrate transport and metabolism
b2802,2935583,2937359,+,fucI,1776,fucPIKUR,Carbohydrate transport and metabolism
b2803,2937467,2938886,+,fucK,1419,fucPIKUR,Carbohydrate transport and metabolism
b2804,2938887,2939310,+,fucU,423,fucPIKUR,Carbohydrate transport and metabolism
b2805,2939367,2940099,+,fucR,732,fucPIKUR,Transcription
b2806,2940142,2941243,-,rlmM,1101,rlmM,Function unknown
b2807,2941235,2941631,-,ygdD,396,ygdD,Function unknown
b2808,2941649,2942567,-,gcvA,918,gcvA,Transcription
b2809,2942917,2943145,-,ygdI,228,ygdI,Function unknown
b2810,2943336,2944542,+,csdA,1206,csdAE,Amino acid transport and metabolism
b2811,2944541,2944985,+,csdE,444,csdAE,Function unknown
b2812,2945035,2945842,-,tcdA,807,tcdA,Coenzyme transport and metabolism
b2813,2946080,2947178,-,mltA,1098,mltA,Cell wall/membrane/envelope biogenesis
b2817,2947756,2949010,-,amiC,1254,amiC,Cell wall/membrane/envelope biogenesis
b2818,2949241,2950573,+,argA,1332,argA,Amino acid transport and metabolism
b2819,2950634,2952461,-,recD,1827,ptrA-recBD,"Replication, recombination and repair"
b2820,2952460,2956003,-,recB,3543,ptrA-recBD,"Replication, recombination and repair"
b2821,2955995,2958884,-,ptrA,2889,ptrA-recBD,"Posttranslational modification, protein turnover, chaperones"
b2822,2959059,2962428,-,recC,3369,ppdAB-ygdB-ppdC-recC,"Replication, recombination and repair"
b2823,2962440,2962764,-,ppdC,324,ppdAB-ygdB-ppdC-recC,"Intracellular trafficking, secretion, and vesicular transport"
b2824,2962748,2963156,-,ygdB,408,ppdAB-ygdB-ppdC-recC,Function unknown
b2825,2963152,2963716,-,ppdB,564,ppdAB-ygdB-ppdC-recC,"Intracellular trafficking, secretion, and vesicular transport"
b2826,2963706,2964177,-,ppdA,471,ppdAB-ygdB-ppdC-recC,"Intracellular trafficking, secretion, and vesicular transport"
b2827,2964360,2965155,-,thyA,795,lgt-thyA,Nucleotide transport and metabolism
b2828,2965161,2966037,-,lgt,876,lgt-thyA,Cell wall/membrane/envelope biogenesis
b2829,2966187,2968434,-,ptsP,2247,rppH-ptsP,Signal transduction mechanisms
b2830,2968446,2968977,-,rppH,531,rppH-ptsP,"Replication, recombination and repair"
b2831,2969661,2970351,+,mutH,690,mutH,"Replication, recombination and repair"
b2832,2970419,2971133,+,ygdQ,714,ygdQ,Inorganic ion transport and metabolism
b2833,2971270,2971489,+,ygdR,219,ygdR,Function unknown
b2834,2971596,2972637,+,tas,1041,tas,Energy production and conversion
b2835,2972668,2973862,-,lplT,1194,aas-lplT,Carbohydrate transport and metabolism
b2836,2973854,2976014,-,aas,2160,aas-lplT,Lipid transport and metabolism
b2837,2976598,2977630,+,galR,1032,galR,Transcription
b2838,2977636,2978899,-,lysA,1263,lysA,Amino acid transport and metabolism
b2839,2979020,2979956,+,lysR,936,lysR,Transcription
b2840,2979942,2980635,-,ygeA,693,araE-ygeA,Amino acid transport and metabolism
b2841,2980763,2982182,-,araE,1419,araE-ygeA,Carbohydrate transport and metabolism
b2842,2982496,2983258,-,kduD,762,kduD,Function unknown
b2843,2983287,2984124,-,kduI,837,kduI,Carbohydrate transport and metabolism
b2844,2984410,2985592,-,yqeF,1182,yqeF,Lipid transport and metabolism
b2845,2985846,2987076,+,yqeG,1230,yqeG,Amino acid transport and metabolism
b2846,2987535,2988168,+,yqeH,633,yqeH,Transcription
b2847,2988501,2989311,+,yqeI,810,yqeIJ,Transcription
b2848,2989303,2989786,+,yqeJ,483,yqeIJ,No COG Annotation
b4683,2989818,2989899,-,yqeL,81,yqeL,No COG Annotation
b2849,2989934,2990360,-,yqeK,426,yqeK,No COG Annotation
b2850_1,2990553,2990949,+,ygeF_1,396,ygeF,No COG Annotation
b2850_2,2990947,2991043,+,ygeF_2,96,ygeF,No COG Annotation
b2851,2991267,2991759,+,ygeG,492,ygeG,Function unknown
b2852,2992093,2993470,+,ygeH,1377,ygeH,Function unknown
b2853,2993637,2993856,+,ygeI,219,ygeI,No COG Annotation
b2854_1,2993938,2994382,+,pbl_1,444,pbl,No COG Annotation
b2854_2,2994381,2994441,+,pbl_2,60,pbl,No COG Annotation
b2856,2994459,2995092,-,ygeK,633,ygeLK,No COG Annotation
b2858_2,2995313,2995760,-,ygeN_2,447,insCD-4C-4D-4-ygeONM,No COG Annotation
b2858_1,2995759,2996020,-,ygeN_1,261,insCD-4C-4D-4-ygeONM,No COG Annotation
b2859,2995961,2996360,-,ygeO,399,insCD-4C-4D-4-ygeONM,No COG Annotation
b2860,2996371,2997277,-,insD1,906,insCD-4C-4D-4-ygeONM,"Replication, recombination and repair"
